id,label,type,Codigo,Provincia,Canton,Parroquia,Distrito,Area,Jefatura,Unidad_operativa,Tipo_atencion,Zona_administrativa,Poblacion_2009,Tipo_via,Direccion_unidad_operativa,Telefono,Tipologia,Nivel,Atencion,Dotacion_camas,Geolatlon,Lat,Lon,Easting,Northing,Cobertura,No_licencia,U_o_tambien_conocida_como,Licencia_cond,Poblacion_2010,Licencia,Distancia_mint_Jefatura,Distancia_km_jefatura,Direccion_alternativa/0,Referencia_unidad_operativa
816-011309251,816-011309251,Item,11309251,MANABI,MONTECRISTI,MONTECRISTI,13D02,2,Por determinar,Los Bajos de Afuera,,4,Desconocido,1er. ORDEN,,,CSU,,,,"-1.0806915,-80.6711546",-1.0806915,-80.6711546,536586,9880549,,,,,2944,,20,25,CALLE 18 DE SEPTIEMBRE - LOS BAJOS,
817-011309252,817-011309252,Item,11309252,MANABI,MONTECRISTI,MONTECRISTI,13D02,2,Por determinar,Estancia Las Palmas,,4,Desconocido,1er. ORDEN,,,CSU,,,,"-1.0632214,-80.5950991",-1.0632214,-80.5950991,545048,9882479,,,,,2997,,20,30,CALLE SAN JOSE-KM 13,
818-011309253,818-011309253,Item,11309253,MANABI,MONTECRISTI,MONTECRISTI,13D02,2,Por determinar,La Sequita,,4,Desconocido,2do. ORDEN,,,CSU,,,,"-1.0235667,-80.5840670",-1.0235667,-80.584067,546276,9886862,,,,,2917,,35,40,PARROQUIA LA SEQUITA - PEPA DE USO,
819-011309254,819-011309254,Item,11309254,MANABI,MONTECRISTI,MONTECRISTI,13D02,2,Por determinar,Manantiales,,4,Desconocido,2do. ORDEN,,,CSU,,,,"-1.2600495,-80.7393586",-1.2600495,-80.7393586,528996,9860725,,,,,1500,,30,40,VIA PTO. CAYO,
820-011309255,820-011309255,Item,11309255,MANABI,MONTECRISTI,MONTECRISTI,13D02,2,Por determinar,Pile,,4,Desconocido,1er. ORDEN,,,CSU,,,,"-1.1684815,-80.8394278",-1.1684815,-80.8394278,517864,9870847,,,,,2309,,35,50,AV. BOSCO/VIA COSTANERA 50 KM DE MANTA,
821-011309256,821-011309256,Item,11309256,MANABI,MONTECRISTI,MONTECRISTI,13D02,2,Por determinar,Leonidas Proaño,,4,Desconocido,1er. ORDEN,,,CSU,,,,"-0.9991794,-80.6986033",-0.9991794,-80.6986033,533533,9889559,,,MONSEÑOR LEONIDAS PROAÑO,,6511,,5,10,S-11 CDLA BUENOS AIRES,
822-011309257,822-011309257,Item,11309257,MANABI,MONTECRISTI,MONTECRISTI,13D02,2,Por determinar,Colorado,,4,Desconocido,1er. ORDEN,,,CSU,,,,"-1.0159059,-80.6806886",-1.0159059,-80.6806886,535526,9887710,,,,,3457,,15,20,CALLE PRINCIPAL- DIAGONAL A LA ESCUELA,
823-011309258,823-011309258,Item,11309258,MANABI,MONTECRISTI,MONTECRISTI,13D02,2,Por determinar,Bajo La Palma,,4,Desconocido,,,,CSR,,,,"-1.0788578,-80.6986047",-1.0788578,-80.6986047,533532,9880752,,,BAJO DE LA PALMA,,,,23,,CALLE 8 Y AV. 15 DE AGOSTO,
824-011321250,824-011321250,Item,11321250,MANABI,JARAMIJO,JARAMIJO,13D02,2,Por determinar,Jaramijo,,4,Desconocido,1er. ORDEN,,,CSU,,,,"-0.9593569,-80.6375164",-0.9593569,-80.6375164,540330,9893960,,,JARAMIJO,,13769,,20,20,VIA COLISA BARRIO COSTA,
825-011321251,825-011321251,Item,11321251,MANABI,JARAMIJO,MONTECRISTI,,,Por determinar,El Arroyo,,4,Desconocido,1er. ORDEN,,,CSU,,,,"-1.0072196,-80.6706499",-1.0072196,-80.6706499,536643,9888670,,,,,2443,,18,30,AV. EVARISTO MUENTES,
826-011306050,826-011306050,Item,11306050,MANABI,JIPIJAPA,JIPIJAPA,13D03,4,Por determinar,Jipijapa,,4,Desconocido,,,,CS,,,,"-1.3453863,-80.5748952",-1.3453863,-80.5748952,547291,9851290,,,,,51626,,,,CALLE NOBOA Y VILLAMIL,
827-011306010,827-011306010,Item,11306010,MANABI,JIPIJAPA,JIPIJAPA,13D03,4,Por determinar,Jipijapa,,4,Desconocido,,,,HB,,,50,"-1.3604345,-80.5921695",-1.3604345,-80.5921695,545369,9849627,,,,,,,,,EUGENIO ESPEJO Y 5 DE JUNIO,
828-011306250,828-011306250,Item,11306250,MANABI,JIPIJAPA,AMERICA,13D03,4,Por determinar,América,,4,Desconocido,1er. ORDEN,,,CSR,,,,,,,,,,,,,2020,,35,60,,
829-011306251,829-011306251,Item,11306251,MANABI,JIPIJAPA,AMERICA,13D03,4,Por determinar,Vargas Torres,,4,Desconocido,2do. ORDEN,,,CSR,,,,"-1.4575077,-80.4576813",-1.4575077,-80.4576813,560328,9838894,,,,,1320,,70,120,CALLE PRINCIPAL-FRENTE AL CEMENTERIO,
830-011306252,830-011306252,Item,11306252,MANABI,JIPIJAPA,EL ANEGADO,13D03,4,Por determinar,El Anegado,,4,Desconocido,1er. ORDEN,,,CSR,,,,"-1.4719278,-80.5348514",-1.4719278,-80.5348514,551743,9837302,,,,,4800,,30,40,EULOGIO GONZALEZ S/N,
831-011306253,831-011306253,Item,11306253,MANABI,JIPIJAPA,EL ANEGADO,13D03,4,Por determinar,Albajacal,,4,Desconocido,2do. ORDEN,,,CSR,,,,"-1.5393684,-80.5154194",-1.5393684,-80.5154194,553903,9829847,,,,,2532,,40,90,CALLE PRINCIPAL DE ALBAJACAL,
832-011306254,832-011306254,Item,11306254,MANABI,JIPIJAPA,JULCUY,13D03,4,Por determinar,Julcuy,,4,Desconocido,2do. ORDEN,,,CSR,,,,"-1.4740709,-80.6249972",-1.4740709,-80.6249972,541715,9837067,,,,,2294,,40,90,SAN BEMBE JULCUY,
833-011306255,833-011306255,Item,11306255,MANABI,JIPIJAPA,LA UNION,13D03,4,Por determinar,La Unión,,4,Desconocido,1er. ORDEN,,,CSR,,,,"-1.4591132,-80.4384350",-1.4591132,-80.438435,562469,9838716,,,,,2271,,80,120,CALLE LA UNION - VIA VARGAS TORRES,
834-011306256,834-011306256,Item,11306256,MANABI,JIPIJAPA,PEDRO PABLO GOMEZ,13D03,4,Por determinar,Pedro Pablo Gómez,,4,Desconocido,1er. ORDEN,,,CSR,,,,"-1.6304991,-80.5588652",-1.6304991,-80.5588652,549068,9819775,,,,,2650,,60,60,BARRIO MARCOS ELOY VALLEJO,
835-011306257,835-011306257,Item,11306257,MANABI,JIPIJAPA,PEDRO PABLO GOMEZ,13D03,4,Por determinar,Las Delicias,,4,Desconocido,2do. ORDEN,,,CSR,,,,"-1.7408077,-80.5545789",-1.7408077,-80.5545789,549542,9807582,,,,,1394,,60,120,CALLE PRINCIPAL,
836-011306258,836-011306258,Item,11306258,MANABI,JIPIJAPA,PUERTO DE CAYO,13D03,4,Por determinar,Puerto de Cayo,,4,Desconocido,1er. ORDEN,,,CSR,,,,"-1.3471914,-80.7359068",-1.3471914,-80.7359068,529379,9851093,,,PUERTO CAYO,,3615,,40,50,PEDRO ANTONIO CALDERON,
837-011306259,837-011306259,Item,11306259,MANABI,JIPIJAPA,MEMBRILLAL,13D03,4,Por determinar,Membrillal,,4,Desconocido,2do. ORDEN,,,CSR,,,,"-1.2336419,-80.6686741",-1.2336419,-80.6686741,536860,9863643,,,,,1180,,35,50,CALLE CLAUDIO PADILLA Y AV. SAN PABLO,
838-011306451,838-011306451,Item,11306451,MANABI,JIPIJAPA,JULCUY,13D03,4,Por determinar,San Pablo,,4,Desconocido,,,,PS,,,,"-1.5685792,-80.5915655",-1.5685792,-80.5915655,545432,9826620,,,,,,,55,,BARRIO SAN LORENZO,
839-011319050,839-011319050,Item,11319050,MANABI,PUERTO LOPEZ,PUERTO LOPEZ,13D03,4,Por determinar,Puerto López - 24 Hd,,4,Desconocido,1er. ORDEN,,,CS,,,,"-1.5538997,-80.8074429",-1.5538997,-80.8074429,521419,9828246,,,PUERO LOPEZ,,9986,,80,90,CALLE POMPEYO GUERRA Y PLACIDO GONZALEZ,
840-011319250,840-011319250,Item,11319250,MANABI,PUERTO LOPEZ,MACHALILLA,13D03,4,Por determinar,Machalilla,,4,Desconocido,1er. ORDEN,,,CSR,,,,"-1.4800616,-80.7669690",-1.4800616,-80.766969,525922,9836407,,,,,5009,,70,90,"CDLA. SUR-GUAYAQUIL MACHALILLA, CALLE S/N",
841-011319251,841-011319251,Item,11319251,MANABI,PUERTO LOPEZ,SALANGO,13D03,4,Por determinar,Salango,,4,Desconocido,1er. ORDEN,,,CSR,,,,"-1.5898104,-80.8350034",-1.5898104,-80.8350034,518353,9824277,,,,,4134,,90,120,CALLE MARTHA ROLDOS,
842-011313050,842-011313050,Item,11313050,MANABI,SANTA ANA,SANTA ANA DE VUELTA LARGA,13D04,10,Por determinar,Santa Ana 24 Hd,,4,Desconocido,,,,CS,,,,"-1.2084196,-80.3700104",-1.2084196,-80.3700104,570088,9866425,,,,,16966,,,,CALLE PEDRO CARBO Y ANGEL RAFAEL ALAVA,
843-011313250,843-011313250,Item,11313250,MANABI,SANTA ANA,LA UNION,13D04,10,Por determinar,Chicompe,,4,Desconocido,2do. ORDEN,,,CSU,,,,"-1.2786260,-80.1096605",-1.278626,-80.1096605,599052,9858656,,,,,2887,,40,60,SITIO VICTORA- VIA  AYACUCHO,
844-011313251,844-011313251,Item,11313251,MANABI,SANTA ANA,LODANA,13D04,10,Por determinar,Lodana,,4,Desconocido,1er. ORDEN,,,CSU,,,,"-1.1756925,-80.3876076",-1.1756925,-80.3876076,568131,9870043,,,,,7595,,15,20,VIA SANTA ANA - PORTOVIEJO Y VIA 24 DE MAYO,
845-011313254,845-011313254,Item,11313254,MANABI,SANTA ANA,AYACUCHO,13D04,10,Por determinar,Ayacucho,,4,Desconocido,1er. ORDEN,,,CSR,,,,"-1.1572590,-80.2883934",-1.157259,-80.2883934,579170,9872078,,,,,7603,,30,30,AYACUCHO,
846-011313255,846-011313255,Item,11313255,MANABI,SANTA ANA,HONORATO VASQUEZ,13D04,10,Por determinar,Honorato Vásquez,,4,Desconocido,1er. ORDEN,,,CSR,,,,"-1.1105440,-80.2227679",-1.110544,-80.2227679,586473,9877240,,,HONORATO VASQUEZ,,7101,,36,40,HONORATO VASQUEZ,
847-011313252,847-011313252,Item,11313252,MANABI,SANTA ANA,LA UNION,13D04,10,Por determinar,La Unión,,4,Desconocido,1er. ORDEN,,,CSR,,,,"-1.2081520,-80.1523487",-1.208152,-80.1523487,594305,9866448,,,LA UNION,,4381,,40,90,17 DE DICIEMBRE - VIA PUEBLO NUEVO Y LUIS ALBERTO GILER,
848-011313253,848-011313253,Item,11313253,MANABI,SANTA ANA,SAN PABLO,13D04,10,Por determinar,Pueblo Nuevo,,4,Desconocido,2do. ORDEN,,,CSR,,,,,,,,,,,,,5883,,50,120,,
849-011316050,849-011316050,Item,11316050,MANABI,24 DE MAYO,SUCRE,13D04,10,Por determinar,Sucre (24 de Mayo),,4,Desconocido,1er. ORDEN,,,CS,,,,"-1.2852914,-80.4155368",-1.2852914,-80.4155368,565021,9857929,,,24 DE MAYO,,11804,,25,40,CALLE AYACUCHO Y AV LA MERCED,
850-011316250,850-011316250,Item,11316250,MANABI,24 DE MAYO,SUCRE,13D04,10,Por determinar,Miraflores,,4,Desconocido,1er. ORDEN,,,CSU,,,,,,,,,,,,,2998,,25,40,,
851-011316251,851-011316251,Item,11316251,MANABI,24 DE MAYO,BELLAVISTA,13D04,10,Por determinar,Bellavista,,4,Desconocido,2do. ORDEN,,,CSR,,,,"-1.3511079,-80.2850872",-1.3511079,-80.2850872,579532,9850650,,,,,3336,,25,40,BELLAVISTA-VIA 24 DE MAYO,
852-011316252,852-011316252,Item,11316252,MANABI,24 DE MAYO,BELLAVISTA,13D04,10,Por determinar,Jaboncillo,,4,Desconocido,2do. ORDEN,,,CSR,,,,"-1.3272800,-80.3194481",-1.32728,-80.3194481,575710,9853285,,,,,2761,,35,60,JABONCILLO.VIA 24 DE MAYO,
853-011316253,853-011316253,Item,11316253,MANABI,24 DE MAYO,NOBOA,13D04,10,Por determinar,Noboa,,4,Desconocido,2do. ORDEN,,,CSR,,,,"-1.4142836,-80.3921616",-1.4142836,-80.3921616,567618,9843670,,,,,7237,,60,120,NOBOA-VIA 24 DE MAYOI,
854-011316254,854-011316254,Item,11316254,MANABI,24 DE MAYO,ARQ. SIXTO DURAN BALLEN,13D04,10,Por determinar,Las Mercedes,,4,Desconocido,2do. ORDEN,,,CSR,,,,"-1.4533884,-80.2578198",-1.4533884,-80.2578198,582562,9839343,,,,,2253,,65,120,SITIO LAS MERCEDS-OLMEDO,
855-011316255,855-011316255,Item,11316255,MANABI,24 DE MAYO,ARQ. SIXTO DURAN BALLEN,13D04,10,Por determinar,Las Pajitas,,4,Desconocido,2do. ORDEN,,,CSR,,,,"-1.4787166,-80.2790705",-1.4787166,-80.2790705,580197,9836544,,,,,2165,,60,120,VIA PAJITA-24 DE MAYO,
856-011316256,856-011316256,Item,11316256,MANABI,24 DE MAYO,NOBOA,13D04,10,Por determinar,Resbalón,,4,Desconocido,3er. ORDEN,,,CSR,,,,"-1.4026044,-80.3589777",-1.4026044,-80.3589777,571310,9844960,,,,,,,,,SITIO RESBALON-VIA 24 DE MAYO,
857-011316257,857-011316257,Item,11316257,MANABI,24 DE MAYO,ARQ. SIXTO DURAN BALLEN,13D04,10,Por determinar,Los Tres Ríos,,4,Desconocido,3er. ORDEN,,,CSR,,,,"-1.4388215,-80.3083419",-1.4388215,-80.3083419,576942,9840955,,,TRES RIOS,,,,,,SITIO TRES RIOS-VIA 24 DE MAYO,
858-011318050,858-011318050,Item,11318050,MANABI,OLMEDO,OLMEDO,13D04,10,Por determinar,Olmedo  - 24 Hd,,4,Desconocido,1er. ORDEN,,,CS,,,,"-1.3957809,-80.2045180",-1.3957809,-80.204518,588494,9845709,,,,,10635,,30,110,CALLE ULPIANO PAEZ,
859-011304010,859-011304010,Item,11304010,MANABI,EL CARMEN,EL CARMEN,13D05,8,Por determinar,El Carmen,,4,Desconocido,,,,HB,,,15,"-0.2786834,-79.4666587",-0.2786834,-79.4666587,670641,9969186,,,,,36130,,,,CALLE QUITO  Y MANATA,
860-011304250,860-011304250,Item,11304250,MANABI,EL CARMEN,EL CARMEN,13D05,8,Por determinar,La Bramadora,,4,Desconocido,2do. ORDEN,,,CSU,,,,"-0.4733581,-79.5574170",-0.4733581,-79.557417,660535,9947663,,,,,10331,,40,120,CALLE 13 DE OCTUBRE Y JAIME ROLDOS,
861-011304251,861-011304251,Item,11304251,MANABI,EL CARMEN,EL CARMEN,13D05,8,Por determinar,La Catorce,,4,Desconocido,2do. ORDEN,,,CSU,,,,,,,,,,,,,16949,,40,120,,
862-011304252,862-011304252,Item,11304252,MANABI,EL CARMEN,EL CARMEN,13D05,8,Por determinar,Santa Maria,,4,Desconocido,2do. ORDEN,,,CSU,,,,,,,,,,,,,16657,,60,240,,
863-011304253,863-011304253,Item,11304253,MANABI,EL CARMEN,EL CARMEN,13D05,8,Por determinar,Santa Teresa,,4,Desconocido,2do. ORDEN,,,CSU,,,,,,,,,,,,,6068,,58,120,,
864-011304254,864-011304254,Item,11304254,MANABI,EL CARMEN,WILFRIDO LOR MORERIRA (MAICITO),13D05,8,Por determinar,El Maicito (Wilfrido Loor Moreira),,4,Desconocido,2do. ORDEN,,,CSR,,,,"-0.2763362,-79.5727041",-0.2763362,-79.5727041,658837,9969447,,,,,5358,,45,210,VIA OLMEDO - SIXTO DURAN BALLEN,
865-011304255,865-011304255,Item,11304255,MANABI,EL CARMEN,WILFRIDO LLOR MORERIRA (MAICITO),13D05,8,Por determinar,La Caoba,,4,Desconocido,2do. ORDEN,,,CSR,,,,,,,,,,,,,5097,,50,150,,
866-011304256,866-011304256,Item,11304256,MANABI,EL CARMEN,SAN PEDRO DE SUMA,13D05,8,Por determinar,San Pedro de Suma,,4,Desconocido,2do. ORDEN,,,CSR,,,,"-0.2196514,-79.5417695",-0.2196514,-79.5417695,662281,9975714,,,,,6672,,3,10,SAN PEDRO SUMA- VIA EL CARMEN,
867-011304257,867-011304257,Item,11304257,MANABI,EL CARMEN,EL CARMEN,13D05,8,Por determinar,Tigrillo,,4,Desconocido,2do. ORDEN,,,CSR,,,,,,,,,,,,,,,,,,
868-011307050,868-011307050,Item,11307050,MANABI,JUNIN,JUNIN,13D06,6,Por determinar,Junin - 24 Hs (Caralos Morales Luke),,4,Desconocido,1er. ORDEN,,,CS,,,,"-0.9322890,-80.2058521",-0.932289,-80.2058521,588360,9896944,,,MATERNO INFANTIL CARLOS MORALES LOCKE,,10908,,20,25,CALLE VELAZCO IBARRA Y LEONIDAS LOOR,
869-011307250,869-011307250,Item,11307250,MANABI,JUNIN,JUNIN,13D06,6,Por determinar,Los Casados,,4,Desconocido,2do. ORDEN,,,CSU,,,,"-0.9080124,-80.2671134",-0.9080124,-80.2671134,581544,9899629,,,,,1717,,29,60,SITIO LOS CASADOS,
870-011307251,870-011307251,Item,11307251,MANABI,JUNIN,JUNIN,13D06,6,Por determinar,Guyabales,,4,Desconocido,2do. ORDEN,,,CSU,,,,"-0.993379,-80.1328445",-0.993379,-80.1328445,596482,9890189,,,,,1759,,45,60,SITIO GUAYABALES,
871-011307252,871-011307252,Item,11307252,MANABI,JUNIN,JUNIN,13D06,6,Por determinar,Montañita,,4,Desconocido,2do. ORDEN,,,CSR,,,,"-0.86864,-80.2580262",-0.86864,-80.2580262,582556,9903981,,,,,4291,,35,60,SITIO MONTAÑITA,
872-011307450,872-011307450,Item,11307450,MANABI,JUNIN,JUNIN,13D06,6,Por determinar,Agua Fría,,4,Desconocido,2do. ORDEN,,,PS,,,,"-0.9105698,-80.1713470",-0.9105698,-80.171347,592200,9899344,,,AGUA FRIA,,2600,,25,40,SITIO AGUA FRIA,
873-011302010,873-011302010,Item,11302010,MANABI,BOLIVAR,CALCETA,13D06,6,Por determinar,Aníbal González Álava,,4,Desconocido,,,,HB,,,32,"-0.8460312,-80.1621138",-0.8460312,-80.1621138,593229,9906478,,,ANIBAL GONZALES CALCETA,,20668,,,,CALLE CHILE Y GRANDA CENTENO,
874-011302250,874-011302250,Item,11302250,MANABI,BOLIVAR,CALCETA,13D06,6,Por determinar,San Bartolo,,4,Desconocido,1er. ORDEN,,,CSU,,,,"-0.8474956,-80.1573236",-0.8474956,-80.1573236,593762,9906316,,,,,2903,,25,40,Av. Sixto Duran Ballen,
875-011302251,875-011302251,Item,11302251,MANABI,BOLIVAR,CALCETA,13D06,6,Por determinar,Matapalo,,4,Desconocido,1er. ORDEN,,,CSU,,,,"-0.8971815,-80.1338389",-0.8971815,-80.1338389,596374,9900823,,,MATA PALO,,2255,,10,20,VIA PRINCIPAL MATA PALO,
876-011302252,876-011302252,Item,11302252,MANABI,BOLIVAR,CALCETA,13D06,6,Por determinar,Karina San Felipe,,4,Desconocido,1er. ORDEN,,,CSU,,,,,,,,,,,,,1806,,10,20,,
877-011302253,877-011302253,Item,11302253,MANABI,BOLIVAR,CALCETA,13D06,6,Por determinar,Inés Moreno,,4,Desconocido,1er. ORDEN,,,CSU,,,,"-0.8455261,-80.1690068",-0.8455261,-80.1690068,592462,9906534,,,INES MORENO,,2541,,1,5,CDLA. INES MORENO CALLE PRINCIPAL,
878-011302254,878-011302254,Item,11302254,MANABI,BOLIVAR,CALCETA,13D06,6,Por determinar,San Pablo,,4,Desconocido,2do. ORDEN,,,CSR,,,,"-0.9930376,-80.0434604",-0.9930376,-80.0434604,606428,9890224,,,,,1899,,90,180,SEBERINO-SAN PABLO-CALCETA VIA PICHINCHA,
879-011302255,879-011302255,Item,11302255,MANABI,BOLIVAR,MEMBRILLO,13D06,6,Por determinar,Membrillo,,4,Desconocido,2do. ORDEN,,,CSR,,,,"-0.8478454,-79.9269917",-0.8478454,-79.9269917,619393,9906271,,,,,4505,,40,100,MEMBRILLO CALLE PRINCIPAL,
880-011302256,880-011302256,Item,11302256,MANABI,BOLIVAR,QUIROGA,13D06,6,Por determinar,Quiroga,,4,Desconocido,1er. ORDEN,,,CSR,,,,"-0.8837392,-80.0978232",-0.8837392,-80.0978232,600382,9902308,,,,,2655,,40,40,MANUEL QUIROGA Y BOLIVAR,
881-011302257,881-011302257,Item,11302257,MANABI,BOLIVAR,CALCETA,13D06,6,Por determinar,Caña Tigre,,4,Desconocido,2do. ORDEN,,,CSR,,,,"-0.9603251,-80.0047281",-0.9603251,-80.0047281,610739,9893839,,,,,,,,,SITIO EL TIGRE,
882-011302450,882-011302450,Item,11302450,MANABI,BOLIVAR,CALCETA,13D06,6,Por determinar,Caña Grande,,4,Desconocido,2do. ORDEN,,,PS,,,,,,,,,,,,,1757,,25,40,,
883-011303050,883-011303050,Item,11303050,MANABI,CHONE,CHONE,13D07,3,Por determinar,Chone,,4,Desconocido,,,,CS,,,,"-0.6957318,-80.0931550",-0.6957318,-80.093155,600906,9923091,,,,,27697,,,,CALLE BOLIVAR Y  VARGAS TORRES,
884-011303250,884-011303250,Item,11303250,MANABI,CHONE,SANTA RITA,13D07,3,Por determinar,Santa Rita,,4,Desconocido,1er. ORDEN,,,CSU,,,,"-0.7005418,-80.0802677",-0.7005418,-80.0802677,602340,9922559,,,,,12862,,5,10,BY PASS Y 10 DE AGOSTO VIA A TACHEVE,
885-011303251,885-011303251,Item,11303251,MANABI,CHONE,SANTA RITA,13D07,3,Por determinar,Ñause,,4,Desconocido,2do. ORDEN,,,CSU,,,,"-0.6367835,-79.8505032",-0.6367835,-79.8505032,627911,9929602,,,NAUSE,,9960,,60,165,VIA A LA CAPILLA CHONE,
886-011303252,886-011303252,Item,11303252,MANABI,CHONE,SANTA RITA,13D07,3,Por determinar,Santa Martha,,4,Desconocido,1er. ORDEN,,,CSU,,,,"-0.7004018,-80.1046206",-0.7004018,-80.1046206,599630,9922575,,,,,12869,,2,10,"AV MARCO ARAY DUEÑAS, BARRIO SANTA MARTHA",
887-011303253,887-011303253,Item,11303253,MANABI,CHONE,SANTA RITA,13D07,3,Por determinar,San Pedro de Atascoso,,4,Desconocido,2do. ORDEN,,,CSU,,,,,,,,,,,,,6009,,60,180,,
888-011303254,888-011303254,Item,11303254,MANABI,CHONE,BOYACA,13D07,3,Por determinar,Boyaca,,4,Desconocido,2do. ORDEN,,,CSR,,,,,,,,,,,,,5614,,50,60,,
889-011303255,889-011303255,Item,11303255,MANABI,CHONE,CANUTO,13D07,3,Por determinar,Canuto,,4,Desconocido,1er. ORDEN,,,CSR,,,,"-0.8013991,-80.1309486",-0.8013991,-80.1309486,596698,9911411,,,,,11282,,30,40,CALLE PRINCIPAL Y VIA CALCETA DETRÁS DEL CEMENTERIO,
890-011303256,890-011303256,Item,11303256,MANABI,CHONE,CONVENTO,13D07,3,Por determinar,Convento,,4,Desconocido,2do. ORDEN,,,CSR,,,,"-0.2777307,-80.0322612",-0.2777307,-80.0322612,607689,9969298,,,,,7085,,90,180,CALLE 28 DE JUNIO Y PLAZA CIVICA,
891-011303257,891-011303257,Item,11303257,MANABI,CHONE,CHIBUNGA,13D07,3,Por determinar,Chibunga,,4,Desconocido,2do. ORDEN,,,CSR,,,,"-0.0996529,-79.8178581",-0.0996529,-79.8178581,631552,9988983,,,,,7493,,80,240,CALLE PRINCIPAL,
892-011303258,892-011303258,Item,11303258,MANABI,CHONE,ELOY ALFARO,13D07,3,Por determinar,Eloy Alfaro,,4,Desconocido,2do. ORDEN,,,CSR,,,,,,,,,,,,,8597,,40,120,,
893-011303259,893-011303259,Item,11303259,MANABI,CHONE,ELOY ALFARO,13D07,3,Por determinar,Cucuy,,4,Desconocido,2do. ORDEN,,,CSR,,,,"-0.4573447,-80.1453921",-0.4573447,-80.1453921,595097,9949444,,,,,2764,,35,60,VIA SAN ISIDRO,
894-011303260,894-011303260,Item,11303260,MANABI,CHONE,RICAURTE,13D07,3,Por determinar,Ricaurte,,4,Desconocido,1er. ORDEN,,,CSR,,,,"-0.5837587,-80.0408311",-0.5837587,-80.0408311,606731,9935468,,,,,9239,,15,20,CALLE EUGENIO ESPEJO,
895-011303261,895-011303261,Item,11303261,MANABI,CHONE,RICAURTE,13D07,3,Por determinar,Pavón,,4,Desconocido,1er. ORDEN,,,CSR,,,,"-0.5478006,-80.0400283",-0.5478006,-80.0400283,606821,9939443,,,PAVON,,2650,,28,35,VIA LA ISLA,
896-011303262,896-011303262,Item,11303262,MANABI,CHONE,RICAURTE,13D07,3,Por determinar,Sesme,,4,Desconocido,1er. ORDEN,,,CSR,,,,"-0.5011589,-80.0373666",-0.5011589,-80.0373666,607118,9944599,,,,,3509,,25,30,VIA EL PARAMO,
897-011303263,897-011303263,Item,11303263,MANABI,CHONE,SAN ANTONIO,13D07,3,Por determinar,San Antonio,,4,Desconocido,1er. ORDEN,,,CSR,,,,"-0.7037789,-80.1686390",-0.7037789,-80.168639,592506,9922203,,,,,7715,,5,15,CARRETERA VIA CHONE,
898-011305050,898-011305050,Item,11305050,MANABI,FLAVIO ALFARO,FLAVIO ALFARO,13D07,3,Por determinar,San Andrés de Flavio Alfaro *,,4,Desconocido,1er. ORDEN,,,HB,,,32,"-0.4036628,-79.9101895",-0.4036628,-79.9101895,621273,9955375,,,SAN ANDRES,,29213,,70,90,AV. CARLOS ALBERTO ARAY,
899-011305010,899-011305010,Item,11305010,MANABI,FLAVIO ALFARO,FLAVIO ALFARO,13D07,3,Por determinar,Flavio Alfaro,,4,Desconocido,,,,CS,,,,"-0.4051999,-79.9055438",-0.4051999,-79.9055438,621790,9955205,,,,,,,,,SUCRE  Y AMAZONAS,
900-011311050,900-011311050,Item,11311050,MANABI,PICHINCHA,PICHINCHA,13D08,11,Por determinar,Pichincha 24 Hd,,4,Desconocido,,,,CS,,,,"-1.2055723,-80.0655200",-1.2055723,-80.06552,603966,9866730,,,PUEBLO NUEVO,,17474,,,,VIA PUEBLO NUEVO -SANTA ANA,
901-011311250,901-011311250,Item,11311250,MANABI,PICHINCHA,BARRAGANETE,13D08,11,Por determinar,Barraganete*,,4,Desconocido,VIA FLUVIAL,,,CSR,,,,"-0.77726,-79.6971851",-0.77726,-79.6971851,644970,9914067,,,,,7992,,70,240,SANTA MARIANITA - SAN FELIPE,
902-011311251,902-011311251,Item,11311251,MANABI,PICHINCHA,SAN  SEBASTIAN,13D08,11,Por determinar,San Sebastián,,4,Desconocido,1er. ORDEN,,,CSR,,,,"-1.0525421,-80.0140914",-1.0525421,-80.0140914,609694,9883645,,,,,5977,,40,45,VIA MANTA-QUEVEDO,
903-011311252,903-011311252,Item,11311252,MANABI,PICHINCHA,SAN  SEBASTIAN,13D08,11,Por determinar,El Desvío,,4,Desconocido,1er. ORDEN,,,CSR,,,,"-1.0395122,-79.9201211",-1.0395122,-79.9201211,620151,9885082,,,,,3011,,30,35,CALLE QUIROGA-PICHINCHA - DIAGONAL AL MERCADO MUNICIPAL,
904-011310010,904-011310010,Item,11310010,MANABI,PAJAN,PAJAN,13D09,9,Por determinar,Pajan,,4,Desconocido,,,,HB,,,15,"-1.5566181,-80.4320904",-1.5566181,-80.4320904,563172,9827938,,,ISRAEL QUINTERO PAREDES,,13704,,,,PRIMERA TRANVERSAL Y 9 E OCTUBRE,
905-011310250,905-011310250,Item,11310250,MANABI,PAJAN,CAMPOSANO,13D09,9,Por determinar,Campozano (La Palma de Paján),,4,Desconocido,2do. ORDEN,,,CSR,,,,"-1.5918822,-80.3992324",-1.5918822,-80.3992324,566826,9824039,,,CAMPOZANO,,3021,,20,30,GENERAL ENRIQUE GALLO,
906-011310251,906-011310251,Item,11310251,MANABI,PAJAN,CAMPOSANO,13D09,9,Por determinar,Estero Ciego,,4,Desconocido,2do. ORDEN,,,CSR,,,,"-1.6207534,-80.3232245",-1.6207534,-80.3232245,575280,9820845,,,,,2580,,30,50,CAMINO VIEJO,
